column_name,broad_id,name,dose,screen_id,topFeature,feature_type,drug_category,moa_umap,target,disease.area,indication,phase,bimodality_coef,Cor,hub_url,group,BM,x,y
BRD-A03932035-004-04-3::2.5::HTS,BRD-A03932035-004-04-3,methscopolamine,2.5,HTS,CN_CLPSL2 (389383),CN,noncancer,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3",gastroenterology,peptic ulcer disease (PUD),Launched,0.295096433596605,0.151228638227,methscopolamine,OTHER,0.2948187242922233,4.208507489017701,-2.27903722546979
BRD-A06352418-001-25-9::2.5::HTS,BRD-A06352418-001-25-9,terfenadine,2.5,HTS,Exp_PMEL (ENSG00000185664),GE,noncancer,histamine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2",,,Withdrawn,0.372539460786562,0.249776551866,terfenadine,OTHER,0.3717834120171954,4.767394034675579,0.15047812552173667
BRD-A06352508-001-03-7::2.5::HTS,BRD-A06352508-001-03-7,SB-218078,2.5,HTS,Exp_ZBED4 (ENSG00000100426),GE,noncancer,CHK inhibitor,CHEK1,,,Preclinical,0.37856787455488206,0.284481844365,SB-218078,OTHER,0.3793704851734718,3.2210403616844285,-3.210230541083342
BRD-A06627858-236-03-0::2.5::HTS,BRD-A06627858-236-03-0,monensin,2.5,HTS,DEM2_RRM2 (6241),DEMETER2_COM,noncancer,bacterial permeability inducer,,,,Launched,0.400473788935259,0.104196870879,monensin,OTHER,0.3956594975151236,3.891417097435754,-0.4123144878998773
BRD-A07000685-001-04-4::2.5::HTS,BRD-A07000685-001-04-4,hydrocortisone-hemisuccinate,2.5,HTS,Exp_CPNE7 (ENSG00000178773),GE,noncancer,,,,,Phase 2/Phase 3,0.296849521622794,0.170038998261,hydrocortisone-hemisuccinate,OTHER,0.29830070987221435,-4.19754975772237,-2.4954077135202843
BRD-A08187463-001-12-9::2.5::HTS,BRD-A08187463-001-12-9,racecadotril,2.5,HTS,CRISPR_DDX54 (79039),AVANA_PUBLIC_18Q2,noncancer,enkephalinase inhibitor,MME,gastroenterology,diarrhea,Launched,0.24934950853441198,0.188954683875,racecadotril,OTHER,0.2543878572124845,3.577779438082326,-3.4084684146132864
BRD-A08545410-003-07-8::2.38::HTS,BRD-A08545410-003-07-8,doxycycline,2.38,HTS,Exp_TLK1 (ENSG00000198586),GE,noncancer,metalloproteinase inhibitor,MMP8,dental,periodontitis,Launched,0.36924099933970006,0.318156085433,doxycycline,OTHER,0.3420057965483333,0.8740520866360991,-3.3417040499545383
BRD-A08545410-311-03-4::2.5::HTS,BRD-A08545410-311-03-4,doxycycline,2.5,HTS,Exp_DHX33 (ENSG00000005100),GE,noncancer,metalloproteinase inhibitor,MMP8,dental,periodontitis,Launched,0.36924099933970006,0.318156085433,doxycycline,OTHER,0.3703244333477465,3.5120235404513935,-1.810881107936196
BRD-A08840375-001-01-3::2.5::HTS,BRD-A08840375-001-01-3,CID-5458317,2.5,HTS,PROT_alpha-Catenin,PROT,noncancer,MAP kinase phosphatase inhibitor,MAPK3,,,Preclinical,0.359445440436363,0.300612010789,CID-5458317,OTHER,0.3619909741147855,4.362019787181293,-1.243830546899216
BRD-A09349126-001-10-7::2.5::HTS,BRD-A09349126-001-10-7,norethindrone-acetate,2.5,HTS,Exp_PDE3A (ENSG00000172572),GE,noncancer,progesterone receptor agonist,,"endocrinology, orthopedics, obstetrics/gynecology","menopause, osteoporosis, vaginal atrophy",Launched,0.29272130528231,0.222152263377,norethindrone-acetate,OTHER,0.31465478336721364,3.3585804777898773,-0.5267401073815754
BRD-A10523515-001-07-9::2.5::HTS,BRD-A10523515-001-07-9,GSK429286A,2.5,HTS,METHYL_MAFF,METHYL,noncancer,rho associated kinase inhibitor,ROCK1,,,Preclinical,0.328886007593595,0.131647938081,GSK429286A,OTHER,0.3228598583889897,2.9786857677649867,-3.463061656813526
BRD-A10903566-003-07-7::2.5::HTS,BRD-A10903566-003-07-7,imiloxan,2.5,HTS,DEM2_ITGA2 (3673),DEMETER2_COM,noncancer,adrenergic receptor antagonist,"ADRA2A, ADRA2B",,,Phase 1,0.273496003478559,0.092030156442,imiloxan,OTHER,0.2710347045560559,2.9206716865435527,-0.4589869985434363
BRD-A11551002-001-04-6::2.5::HTS,BRD-A11551002-001-04-6,dehydrocholate-acid,2.5,HTS,MIRNA_hsa-miR-548k,MIRNA,noncancer,,,,,Preclinical,0.2537480734264,0.0788804968583,dehydrocholate-acid,OTHER,0.26597813066278314,5.413891857349695,1.5683104372657897
BRD-A14344385-001-03-2::2.5::HTS,BRD-A14344385-001-03-2,IDRA-21,2.5,HTS,METABOL_choline,METABOL,noncancer,glutamate receptor positive allosteric modulator,"GRIA1, GRIA2, GRIA3, GRIA4",,,Preclinical,0.39530659156795706,0.104528729836,IDRA-21,OTHER,0.38559279107084005,2.8775123618909304,0.4442996985250132
BRD-A14577621-001-01-5::2.5::MTS004,BRD-A14577621-001-01-5,peficitinib,2.5,MTS004,PROT_PR,PROT,noncancer,JAK inhibitor,"JAK1, JAK2, JAK3",,,Phase 3,0.300712950604539,0.191426220133,peficitinib,OTHER,0.3048608545654597,1.3195945262989706,-2.9084508730779213
BRD-A16700644-003-04-4::2.5::HTS,BRD-A16700644-003-04-4,isoxsuprine,2.5,HTS,PROT_YB-1_pS102,PROT,noncancer,adrenergic receptor agonist,ADRB2,"rheumatology, cardiology","Raynaud's disease, arteriosclerosis, Buerger's disease",Launched,0.31787019667260696,0.156637041301,isoxsuprine,OTHER,0.31583826689713546,5.256050297205043,-1.9074369908212263
BRD-A21607826-003-05-1::2.5::HTS,BRD-A21607826-003-05-1,medetomidine,2.5,HTS,Exp_MMD (ENSG00000108960),GE,noncancer,adrenergic receptor agonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C",neurology/psychiatry,sedative,Launched,0.29333998305344106,0.215355881982,medetomidine,OTHER,0.2873659903864457,-4.62539830225892,-2.221766813443298
BRD-A22081593-001-11-1::2.5::HTS,BRD-A22081593-001-11-1,sulmazole,2.5,HTS,DEM2_RRAS2 (22800),DEMETER2_COM,noncancer,adenosine receptor antagonist,,,,Phase 1,0.23848731669787898,0.117223055171,sulmazole,OTHER,0.22459751923044616,4.905857982028984,-0.9774052993016559
BRD-A22707317-001-10-8::2.5::HTS,BRD-A22707317-001-10-8,SB-205384,2.5,HTS,Exp_IL11 (ENSG00000095752),GE,noncancer,GABA receptor modulator,"GABRA3, GABRA5, GABRA6",,,Preclinical,0.363898484611004,0.219163325785,SB-205384,OTHER,0.3638094881507075,0.08167318961813458,-3.9113312280022257
BRD-A23067620-300-01-3::2.5::HTS,BRD-A23067620-300-01-3,itraconazole,2.5,HTS,PROT_CD49b,PROT,noncancer,cytochrome P450 inhibitor,CYP51A1,infectious disease,"onychomycosis, histoplasmosis, blastomycosis, aspergillosis",Launched,0.41114490355887207,0.172492514237,itraconazole,OTHER,0.35735383702404233,0.4874523959958715,-3.0777876996431903
BRD-A23124853-001-01-4::2.5::MTS004,BRD-A23124853-001-01-4,PF-06463922,2.5,MTS004,METHYL_CCDC114,METHYL,targeted cancer,ALK tyrosine kinase receptor inhibitor,"ALK, FES, ROS1",,,Phase 2,0.384674107112566,0.0628354942545,PF-06463922,OTHER,0.3838837703658879,-1.222473332029074,0.3643322287044497
BRD-A23127772-001-02-3::2.5::HTS,BRD-A23127772-001-02-3,sclareol,2.5,HTS,DEM2_LRP10 (26020),DEMETER2_COM,noncancer,,,,,Preclinical,0.30738025306982303,0.0309081889072,sclareol,OTHER,0.29144273978849,-4.9388672764263095,-0.9396195222167164
BRD-A25004090-001-08-4::2.5::HTS,BRD-A25004090-001-08-4,erastin,2.5,HTS,Exp_MARCH4 (ENSG00000144583),GE,targeted cancer,ion channel antagonist,VDAC2,,,Preclinical,0.554889438458167,0.335722005971,erastin,OTHER,0.553829500723355,-1.019885127456999,0.4800375810710249
BRD-A25569250-001-03-3::2.5::HTS,BRD-A25569250-001-03-3,KI-16425,2.5,HTS,Exp_HM13-AS1 (ENSG00000230613),GE,targeted cancer,lysophosphatidic acid receptor antagonist,"LPAR1, LPAR3",,,Preclinical,0.298090505424073,0.0765911220071,KI-16425,OTHER,0.29554580489761,3.611332209280232,-1.5117771532640851
BRD-A25608658-001-01-1::2.5::HTS,BRD-A25608658-001-01-1,narasin,2.5,HTS,Exp_BARD1 (ENSG00000138376),GE,noncancer,antiprotozoal agent,,infectious disease,coccidiosis,Launched,0.3294545051276,0.199310517863,narasin,OTHER,0.3295815713714193,4.655487319449608,-0.6863243834066082
BRD-A27883417-300-01-6::2.5::HTS,BRD-A27883417-300-01-6,alexidine,2.5,HTS,Exp_ABCB1 (ENSG00000085563),GE,targeted cancer,phosphatidylglycerophosphatase inhibitor,PTPMT1,,,Preclinical,0.3751389187655739,0.33594370131,alexidine,OTHER,0.37551841338850106,3.4676148277539616,-2.082755954636646
BRD-A28301258-001-03-0::2.5::HTS,BRD-A28301258-001-03-0,salinomycin,2.5,HTS,Exp_BNIP3P1 (ENSG00000197358),GE,noncancer,,,infectious disease,coccidiosis,Launched,0.35680304171722493,0.300172560108,salinomycin,OTHER,0.33738213852498666,4.714299994132405,-0.9879237967745876
BRD-A28301258-001-04-8::2.5::HTS,BRD-A28301258-001-04-8,salinomycin,2.5,HTS,Exp_KRT7 (ENSG00000135480),GE,noncancer,,,infectious disease,coccidiosis,Launched,0.35680304171722493,0.300172560108,salinomycin,OTHER,0.35485184233060496,4.672176273305377,-1.3264773775671563
